,fruits_veggies,daily_stress,places_visited,core_circle,supporting_others,social_network,achievement,donation,todo_completed,flow,daily_steps,live_vision,sleep_hours,lost_vacation,daily_shouting,sufficient_income,personal_awards,time_for_passion,weekly_meditation,age,gender,work_life_balance_score,healthy_bmi,quest_year,quest_month
1486,3,1,5,9,5,4,9,4,3,5,4,2,7,9,5,1,8,6,4,21 to 35,Male,663.7,0,2015,11
1487,4,1,9,10,10,10,10,5,8,8,7,10,8,0,0,1,10,10,10,51 or more,Female,795.4,1,2015,11
1488,2,3,1,2,8,2,5,5,2,2,3,3,6,8,1,0,6,3,6,36 to 50,Male,627.6,1,2015,11
1489,1,5,7,1,1,2,1,0,3,3,3,5,7,0,2,0,0,10,10,20 or younger,Male,619.3,1,2015,11
1490,1,5,7,1,1,4,0,0,3,2,2,1,6,0,4,0,0,8,10,20 or younger,Male,601.9,1,2015,11
1491,0,2,5,1,0,2,2,1,7,1,5,1,8,0,3,0,2,1,5,21 to 35,Male,606.3,1,2015,11
1492,2,1,10,10,10,10,7,5,2,6,6,1,7,0,2,1,8,9,10,36 to 50,Female,744.0,1,2015,11
1493,0,2,5,1,0,2,2,1,7,1,5,1,8,0,3,0,2,1,5,21 to 35,Male,606.3,1,2015,11
1494,2,2,7,3,3,6,1,1,6,4,1,3,7,0,2,1,5,1,4,36 to 50,Female,649.5,1,2015,11
1495,4,1,4,6,3,4,2,5,7,4,8,2,8,0,1,1,7,3,5,36 to 50,Female,697.0,1,2015,11
1496,5,0,3,5,4,6,4,2,7,10,7,1,6,3,0,0,6,2,4,21 to 35,Male,676.0,1,2015,11
1497,1,0,8,7,10,5,3,5,7,5,4,2,8,0,1,1,7,1,7,21 to 35,Male,708.1,1,2015,11
1498,3,3,10,2,5,5,1,0,6,6,3,5,8,2,1,1,4,1,9,21 to 35,Female,668.8,1,2015,11
1499,1,3,3,2,5,5,2,5,2,2,5,5,8,0,6,0,5,1,2,21 to 35,Female,626.7,1,2015,11
1500,2,4,3,3,2,4,3,0,10,3,4,0,5,0,7,0,10,2,2,21 to 35,Female,597.0,0,2015,11
1501,2,1,0,4,5,10,5,1,5,5,2,5,6,2,1,1,6,7,6,36 to 50,Male,676.7,1,2015,11
1502,1,3,10,6,3,10,1,1,3,2,10,0,6,0,1,1,7,3,7,21 to 35,Female,657.9,0,2015,11
1503,1,1,10,5,5,4,0,0,3,2,10,5,8,0,0,1,2,1,7,21 to 35,Male,670.2,1,2015,11
1504,5,1,1,7,7,4,3,5,10,2,8,5,8,2,1,1,10,0,6,51 or more,Female,710.6,1,2015,11
1505,3,2,2,5,0,10,0,0,7,1,6,2,7,0,2,1,4,3,3,21 to 35,Male,631.8,0,2015,11
1506,2,3,5,5,2,4,1,1,10,1,2,0,8,2,0,0,3,0,1,21 to 35,Female,614.2,1,2015,11
1507,1,2,1,4,3,4,3,1,4,4,5,1,7,10,3,1,3,1,5,21 to 35,Male,601.0,0,2015,11
1508,2,3,7,4,5,10,7,3,8,3,6,5,9,3,4,1,2,2,5,21 to 35,Male,666.2,0,2015,11
1509,3,1,10,4,7,10,5,5,7,2,2,7,8,0,0,1,7,3,7,21 to 35,Male,704.3,0,2015,11
1510,3,2,4,3,10,5,2,5,3,5,3,3,7,0,0,1,8,1,3,51 or more,Female,663.5,0,2015,11
1511,1,1,3,3,3,4,4,2,4,2,3,2,4,3,3,0,3,3,3,21 to 35,Female,611.9,1,2015,11
1512,1,1,3,3,3,4,4,2,4,2,3,2,4,3,3,0,3,3,3,21 to 35,Female,611.9,1,2015,11
1513,2,1,4,6,3,7,4,1,4,4,4,2,5,3,3,0,3,3,4,20 or younger,Male,632.7,1,2015,11
1514,4,2,7,3,3,5,6,4,2,3,3,2,4,2,3,0,7,7,3,51 or more,Female,634.0,0,2015,11
1515,3,4,6,6,5,8,7,4,7,6,3,1,4,8,9,1,9,9,4,20 or younger,Female,671.4,1,2015,11
1516,4,1,9,8,8,5,4,4,7,9,2,2,5,5,4,0,5,4,8,36 to 50,Female,666.3,0,2015,11
1517,0,3,0,5,5,8,1,2,2,2,2,1,8,0,3,1,4,2,4,36 to 50,Female,612.5,0,2015,11
1518,4,3,8,6,5,10,3,5,5,8,7,5,7,0,5,1,0,0,5,21 to 35,Female,693.2,1,2015,11
1519,1,3,5,3,2,7,5,1,7,2,1,2,8,0,5,1,8,1,10,36 to 50,Male,637.8,0,2015,11
1520,3,1,4,2,2,1,2,0,0,0,3,1,8,5,0,0,5,0,3,36 to 50,Female,597.4,1,2015,11
1521,3,5,2,7,7,5,5,5,5,1,3,2,10,0,3,1,6,2,8,51 or more,Female,659.0,0,2015,11
1522,5,4,5,7,4,5,2,2,8,3,4,3,9,0,3,0,4,5,8,51 or more,Female,665.8,1,2015,11
1523,0,2,3,4,4,6,2,0,3,1,2,5,8,1,3,1,5,2,3,20 or younger,Male,631.2,1,2015,11
1524,1,4,4,4,5,5,3,3,9,3,3,2,8,3,3,1,4,4,9,20 or younger,Female,660.3,1,2015,11
1525,2,2,5,6,5,8,3,2,8,4,6,3,8,8,1,0,2,4,5,20 or younger,Male,652.4,1,2015,11
1526,4,4,2,3,2,7,4,0,6,2,5,5,8,0,3,0,2,1,3,36 to 50,Female,609.7,0,2015,11
1527,2,5,1,3,2,4,4,3,7,2,7,7,5,7,0,1,2,2,1,21 to 35,Male,631.6,1,2015,11
1528,1,5,0,5,6,10,1,1,5,1,3,0,5,7,5,0,4,0,2,51 or more,Female,569.6,0,2015,11
1529,0,4,5,8,1,3,4,0,4,0,10,10,6,0,4,0,3,1,3,21 to 35,Male,625.6,1,2015,11
1530,5,4,10,3,10,10,2,5,7,2,7,10,7,2,3,1,5,5,10,51 or more,Female,725.5,1,2015,11
1531,5,3,5,6,4,5,3,1,5,3,8,3,8,0,0,0,3,4,10,21 to 35,Male,671.5,1,2015,11
1532,4,2,5,3,5,10,7,3,9,7,7,7,8,8,2,1,3,10,10,36 to 50,Female,718.9,1,2015,11
1533,3,3,5,10,5,10,10,2,5,5,10,5,7,0,5,0,10,5,5,51 or more,Female,702.3,1,2015,11
1534,4,2,4,6,3,2,7,1,4,4,5,7,8,4,3,1,8,6,6,36 to 50,Male,664.1,0,2015,11
1535,3,2,2,7,1,2,3,2,2,4,2,1,8,5,10,0,7,5,4,51 or more,Female,612.5,1,2015,11
1536,5,3,10,8,10,10,10,5,8,6,10,7,7,0,1,1,10,5,10,36 to 50,Female,775.4,1,2015,11
1537,2,2,2,4,1,9,4,0,6,4,4,10,6,0,1,0,4,5,4,20 or younger,Male,651.6,1,2015,11
1538,4,4,7,10,6,7,8,4,9,7,6,10,6,3,3,1,7,8,8,51 or more,Male,735.3,1,2015,11
1539,3,0,6,1,5,5,10,5,9,3,10,3,7,0,2,1,10,2,10,36 to 50,Female,726.1,1,2015,11
1540,3,4,2,7,1,10,1,2,4,1,4,2,7,0,0,1,3,1,7,51 or more,Female,651.8,1,2015,11
1541,2,4,1,4,2,7,1,1,8,1,3,2,8,2,0,0,3,2,7,51 or more,Male,605.9,0,2015,11
1542,4,4,7,10,6,7,8,4,9,7,6,10,6,3,3,1,7,8,8,51 or more,Male,735.3,1,2015,11
1543,4,4,7,10,6,7,8,4,9,7,6,10,6,3,3,1,7,8,8,51 or more,Male,735.3,1,2015,11
1544,3,3,4,10,7,3,3,4,1,1,1,4,10,0,2,1,8,1,10,21 to 35,Female,680.7,1,2015,11
1545,4,3,6,6,2,3,5,1,7,8,8,6,7,1,3,1,5,8,1,21 to 35,Male,669.6,0,2015,11
1546,4,3,6,4,6,4,7,4,2,4,6,6,4,6,6,1,3,8,8,36 to 50,Male,658.4,0,2015,11
1547,4,3,6,4,6,4,7,4,2,4,6,6,4,6,6,1,3,8,8,36 to 50,Male,658.4,0,2015,11
1548,5,4,10,2,10,9,7,3,10,5,2,1,7,0,1,0,10,10,10,51 or more,Female,716.0,1,2015,11
1549,5,3,1,5,10,10,10,5,10,8,5,10,7,5,2,1,5,5,10,51 or more,Female,721.7,0,2015,11
1550,3,4,4,4,1,10,3,0,6,4,10,7,7,4,4,0,4,1,5,21 to 35,Male,642.8,1,2015,11
1551,3,3,5,7,10,10,4,0,7,5,1,2,8,10,4,1,0,3,10,20 or younger,Female,644.6,0,2015,11
1552,2,4,2,5,6,6,8,4,6,6,6,5,6,4,3,1,1,1,4,51 or more,Female,663.9,1,2015,11
1553,4,1,4,8,2,4,4,0,8,5,8,3,7,0,1,1,10,1,2,21 to 35,Male,684.9,1,2015,11
1554,1,3,10,5,5,5,3,2,0,2,4,1,6,0,3,1,8,1,4,21 to 35,Female,649.9,1,2015,11
1555,1,2,7,5,4,6,6,2,1,1,3,0,7,0,2,1,10,2,6,21 to 35,Female,644.8,0,2015,11
1556,5,3,10,10,4,10,2,5,8,4,10,3,9,0,10,1,4,3,10,36 to 50,Female,719.7,1,2015,11
1557,5,3,10,3,10,2,3,1,7,2,4,10,7,0,6,1,10,4,10,51 or more,Female,685.8,0,2015,11
1558,3,3,3,4,5,6,2,5,7,2,4,2,7,3,2,1,5,2,4,36 to 50,Male,662.0,1,2015,11
1559,0,3,1,3,2,4,6,2,6,2,1,5,6,6,1,1,5,0,7,36 to 50,Male,628.9,1,2015,11
1560,2,4,10,3,3,8,3,3,3,1,5,0,6,2,6,1,6,0,5,51 or more,Female,626.3,0,2015,11
1561,4,3,10,8,9,6,1,5,5,1,7,0,7,0,1,1,8,1,7,36 to 50,Female,684.7,0,2015,11
1562,3,3,5,4,10,8,10,5,8,8,4,5,8,0,3,1,10,8,8,36 to 50,Female,721.7,0,2015,11
1563,3,1,5,8,1,10,4,5,7,4,5,10,4,0,2,1,10,0,4,20 or younger,Female,705.8,1,2015,11
1564,2,3,7,8,10,8,2,5,9,5,2,6,7,4,2,1,10,3,4,21 to 35,Female,704.1,1,2015,11
1565,2,4,3,6,2,4,0,2,7,0,8,1,8,0,2,1,5,1,9,21 to 35,Female,635.8,0,2015,11
1566,2,3,3,4,3,6,0,0,7,2,8,0,8,0,4,0,5,4,4,21 to 35,Female,629.0,1,2015,11
1567,5,3,10,2,9,10,3,5,7,3,10,3,8,10,0,1,5,1,7,51 or more,Female,704.2,1,2015,11
1568,2,3,6,4,5,4,4,5,5,1,10,2,6,0,1,1,8,1,8,20 or younger,Male,685.1,1,2015,11
1569,4,3,0,2,3,4,4,2,7,2,10,3,7,5,1,0,2,1,3,21 to 35,Female,629.2,1,2015,11
1570,5,2,10,10,10,10,10,5,6,6,10,10,8,0,5,1,10,10,10,21 to 35,Female,787.5,1,2015,11
1571,3,3,4,9,3,9,4,4,5,8,7,3,7,2,1,1,8,4,5,20 or younger,Female,684.7,0,2015,11
1572,3,1,10,4,1,2,0,0,3,1,5,0,7,0,0,1,3,0,5,51 or more,Female,623.1,0,2015,11
1573,1,5,0,10,10,10,2,5,5,2,5,4,3,0,2,1,10,0,7,21 to 35,Male,678.4,1,2015,11
1574,2,3,10,6,10,8,10,4,9,5,8,1,6,5,0,1,10,4,10,21 to 35,Female,730.6,1,2015,11
1575,3,1,6,4,2,5,2,2,8,1,4,0,8,0,1,1,4,1,7,21 to 35,Female,646.9,0,2015,11
1576,4,1,8,10,10,10,3,5,2,8,7,1,7,1,0,1,5,4,3,21 to 35,Female,722.1,1,2015,11
1577,5,1,1,6,5,2,4,5,3,3,10,10,7,0,1,1,10,9,10,51 or more,Male,729.5,1,2015,11
1578,5,1,10,10,10,10,3,5,5,3,10,10,6,0,1,1,10,10,10,51 or more,Male,758.2,0,2015,11
1579,5,3,10,5,5,10,5,5,10,2,10,5,9,0,5,1,10,1,10,36 to 50,Female,736.7,1,2015,11
1580,2,3,8,3,2,2,4,0,3,2,2,2,6,10,3,1,1,1,0,21 to 35,Female,598.5,1,2015,11
1581,1,4,10,3,2,2,0,5,5,1,2,1,8,2,4,0,2,1,7,36 to 50,Male,617.6,1,2015,11
1582,3,4,4,4,9,9,5,1,8,1,1,2,6,5,4,0,9,1,4,36 to 50,Female,637.4,1,2015,11
1583,1,2,10,5,5,5,7,5,7,1,4,3,9,0,2,1,8,1,8,21 to 35,Female,698.1,1,2015,11
1584,5,5,2,6,10,10,10,5,5,1,6,0,7,10,10,1,10,0,2,36 to 50,Female,664.1,1,2015,11
1585,1,3,10,5,5,5,3,2,0,2,4,1,6,0,3,1,8,1,4,21 to 35,Female,649.9,1,2015,11
1586,3,2,8,2,1,3,2,1,5,2,5,5,7,0,3,0,0,2,7,36 to 50,Female,631.6,1,2015,11
1587,1,5,0,10,2,5,2,1,1,10,1,2,7,0,3,1,10,1,10,21 to 35,Female,651.2,1,2015,11
1588,4,2,5,5,5,5,4,1,7,4,3,2,8,0,4,1,4,3,8,21 to 35,Male,673.9,1,2015,11
1589,3,1,4,3,3,2,2,4,5,4,4,2,6,4,3,1,8,3,4,21 to 35,Female,639.7,0,2015,11
1590,3,1,4,3,3,2,2,4,5,4,4,2,6,4,3,1,8,3,4,21 to 35,Female,639.7,0,2015,11
1591,3,1,4,3,3,2,2,4,5,4,4,2,6,4,3,1,8,3,4,21 to 35,Female,639.7,0,2015,11
1592,2,3,6,6,6,5,8,0,7,7,6,6,7,3,5,1,6,2,4,21 to 35,Female,676.0,1,2015,11
1593,3,5,5,4,8,6,6,5,4,2,10,1,6,8,1,1,10,0,5,36 to 50,Male,656.2,0,2015,11
1594,2,2,5,5,1,5,0,0,4,0,2,10,7,1,0,1,3,1,10,51 or more,Male,651.4,1,2015,11
1595,4,4,10,8,7,10,10,5,6,2,7,3,8,0,1,1,10,1,6,51 or more,Female,729.1,1,2015,11
1596,2,1,4,4,10,8,3,5,8,5,5,5,8,0,2,1,10,6,7,36 to 50,Male,721.9,1,2015,11
1597,5,2,7,10,10,6,10,1,8,7,8,10,8,4,0,0,3,7,10,21 to 35,Female,731.0,1,2015,11
1598,1,3,2,4,3,10,4,0,3,4,2,2,8,1,0,1,3,3,3,36 to 50,Female,641.4,1,2015,11
1599,2,2,2,4,4,10,3,0,3,3,2,2,8,0,0,1,3,3,3,36 to 50,Female,648.2,1,2015,11
1600,5,4,9,5,10,10,10,2,6,1,5,3,8,0,2,1,8,2,4,36 to 50,Female,708.3,1,2015,11
1601,2,4,5,5,7,10,6,3,0,5,7,7,8,3,2,0,8,4,2,20 or younger,Female,667.9,1,2015,11
1602,5,3,4,4,10,8,5,2,8,8,5,6,7,0,2,1,6,6,7,51 or more,Female,699.6,0,2015,11
1603,1,5,1,2,4,4,2,1,2,2,2,2,6,0,1,0,4,3,2,51 or more,Female,578.1,0,2015,11
1604,2,3,4,10,4,5,2,1,7,2,5,6,7,3,5,1,2,2,0,20 or younger,Female,645.2,1,2015,11
1605,5,1,6,10,10,8,9,5,8,7,10,9,9,2,1,1,9,3,9,51 or more,Female,772.4,1,2015,11
1606,1,3,10,10,10,10,3,5,7,2,5,5,7,0,5,1,10,5,10,51 or more,Female,708.1,0,2015,11
1607,5,2,10,4,10,10,6,2,8,4,10,10,7,0,2,0,10,6,10,36 to 50,Female,722.7,0,2015,11
1608,2,2,0,3,3,9,2,1,3,1,2,2,10,3,3,0,2,0,5,21 to 35,Female,594.2,0,2015,11
1609,5,3,8,5,2,8,1,0,8,5,4,1,8,5,2,1,3,0,3,36 to 50,Female,653.7,1,2015,11
1610,3,2,7,4,10,7,3,1,7,3,9,10,8,0,7,0,10,5,7,21 to 35,Female,695.5,1,2015,11
1611,1,4,2,4,3,7,5,2,6,1,2,3,7,0,4,1,10,3,3,21 to 35,Female,648.0,1,2015,11
1612,5,3,10,10,10,10,10,5,10,9,5,10,10,10,1,1,10,10,10,36 to 50,Male,780.1,1,2015,11
1613,2,3,10,4,10,10,9,3,8,1,10,6,8,0,3,1,10,6,6,36 to 50,Female,733.1,1,2015,11
1614,5,4,2,4,5,5,2,1,7,1,4,10,8,0,2,1,4,4,10,36 to 50,Male,662.2,0,2015,11
1615,5,0,1,3,0,2,0,2,8,1,2,0,7,0,0,0,5,1,10,51 or more,Male,620.8,0,2015,11
1616,3,3,10,2,10,10,2,5,3,1,3,0,6,1,3,0,3,4,4,21 to 35,Male,637.8,0,2015,11
1617,2,5,6,10,10,10,10,2,4,3,4,3,6,0,3,1,5,5,4,36 to 50,Female,690.7,1,2015,11
1618,2,3,4,10,8,10,6,5,5,3,7,8,10,1,2,1,7,2,6,20 or younger,Female,719.3,1,2015,11
1619,5,1,10,10,10,10,10,5,8,3,10,3,9,0,1,1,8,5,10,21 to 35,Female,774.1,1,2015,11
1620,2,3,3,5,3,9,4,0,7,4,3,10,8,0,3,1,10,3,5,20 or younger,Male,663.7,0,2015,11
1621,4,2,10,3,10,6,10,5,3,3,4,4,8,0,2,1,10,4,6,51 or more,Female,704.7,0,2015,11
1622,5,5,2,8,2,2,3,2,3,0,1,0,6,0,6,0,10,0,10,20 or younger,Male,622.1,1,2015,11
1623,5,1,5,2,1,0,0,0,5,4,2,3,8,0,0,1,3,4,10,21 to 35,Male,656.7,1,2015,11
1624,2,2,4,4,5,4,5,1,8,6,7,5,8,4,3,1,5,3,5,21 to 35,Male,673.0,1,2015,11
1625,2,2,4,10,10,10,5,1,7,2,3,3,9,0,1,0,3,2,7,20 or younger,Female,675.8,1,2015,11
1626,2,2,5,10,7,10,4,1,7,1,3,3,9,0,1,0,4,1,5,20 or younger,Female,665.6,1,2015,11
1627,1,3,2,4,7,4,2,1,3,3,2,0,5,8,2,0,2,3,8,36 to 50,Female,601.7,1,2015,11
1628,1,3,2,10,10,4,5,5,6,2,10,5,10,0,4,1,2,10,10,21 to 35,Female,697.8,0,2015,11
1629,4,2,7,10,10,10,7,4,9,5,10,2,8,9,7,1,10,2,6,36 to 50,Female,721.2,1,2015,11
1630,0,5,6,3,0,5,1,0,10,3,3,0,7,10,0,0,2,0,0,36 to 50,Male,563.2,0,2015,11
1631,1,2,4,6,10,10,5,0,6,3,6,2,6,0,3,1,1,2,7,21 to 35,Male,670.7,1,2015,11
1632,4,1,10,4,10,10,3,5,3,6,5,2,8,0,1,1,6,4,7,36 to 50,Male,721.9,1,2015,11
1633,2,1,10,10,10,6,7,5,7,8,7,10,6,5,0,1,10,5,8,51 or more,Male,735.5,0,2015,11
1634,4,1,8,2,8,3,5,0,7,8,1,5,6,1,1,1,3,7,5,51 or more,Male,668.0,0,2015,11
1635,0,3,0,10,10,10,5,0,7,4,6,5,6,0,2,1,5,8,3,21 to 35,Female,667.3,0,2015,11
1636,4,2,6,10,10,10,3,5,6,1,10,0,8,5,1,1,10,4,10,36 to 50,Female,728.0,1,2015,11
1637,5,2,6,5,8,10,6,5,10,5,4,5,8,5,0,1,8,4,4,51 or more,Female,723.4,1,2015,11
1638,4,2,3,6,10,10,6,3,5,3,4,8,7,4,4,0,3,5,5,20 or younger,Female,677.3,1,2015,11
1639,4,2,3,6,10,10,6,3,5,3,4,8,7,4,4,0,3,5,5,20 or younger,Female,677.3,1,2015,11
1640,5,4,10,6,5,10,4,1,2,3,3,1,6,0,5,1,3,0,7,36 to 50,Male,646.3,0,2015,11
1641,5,2,3,10,4,5,3,4,8,6,4,1,5,0,1,1,6,4,5,36 to 50,Female,676.9,0,2015,11
1642,1,3,5,2,5,10,5,5,5,1,4,2,5,0,3,1,3,0,2,51 or more,Female,634.4,0,2015,11
1643,1,1,10,3,2,6,2,1,6,2,6,3,8,2,2,1,6,3,9,20 or younger,Male,672.8,1,2015,11
1644,1,1,10,3,2,6,2,1,6,2,6,3,8,2,2,1,6,3,9,20 or younger,Male,672.8,1,2015,11
1645,5,3,3,8,4,10,10,3,4,3,4,5,5,2,3,0,5,8,10,51 or more,Female,671.8,0,2015,11
1646,2,4,1,3,8,10,1,1,3,0,1,5,9,1,1,0,3,0,1,21 to 35,Female,598.9,0,2015,11
1647,5,1,10,8,10,10,10,2,7,6,8,10,7,0,1,1,7,6,10,21 to 35,Male,768.2,1,2015,11
1648,3,3,4,3,4,6,1,1,8,1,4,3,8,2,2,1,3,1,8,20 or younger,Female,652.0,1,2015,11
1649,4,4,8,4,7,4,7,4,9,3,5,6,9,4,6,1,7,8,5,20 or younger,Female,683.0,0,2015,11
1650,4,3,4,4,3,6,6,4,4,3,2,1,6,5,2,0,2,2,0,20 or younger,Female,607.0,0,2015,11
1651,3,2,3,5,7,2,7,4,8,6,7,10,7,5,9,1,1,5,8,21 to 35,Female,669.4,0,2015,11
1652,1,4,0,10,3,10,3,2,8,5,2,10,8,3,1,0,1,5,6,20 or younger,Female,656.7,1,2015,11
1653,2,5,0,0,10,7,3,3,10,6,7,10,5,7,2,0,2,0,2,21 to 35,Female,619.7,0,2015,11
1654,4,4,5,5,4,10,2,5,7,6,6,3,7,0,2,1,9,3,7,36 to 50,Female,703.2,1,2015,11
1655,3,5,6,4,10,10,2,3,8,1,1,4,7,2,7,1,3,1,3,21 to 35,Female,635.9,0,2015,11
1656,1,2,4,4,3,7,0,0,9,2,6,10,6,10,2,1,1,4,9,21 to 35,Male,633.3,0,2015,11
1657,5,2,4,7,4,7,3,5,6,4,3,0,5,0,1,1,7,5,8,51 or more,Female,678.4,0,2015,11
1658,2,4,4,2,10,10,10,3,7,4,10,5,7,0,1,1,10,2,10,36 to 50,Male,721.0,1,2015,11
1659,1,0,3,4,10,10,4,5,5,3,3,1,5,0,0,1,2,4,4,21 to 35,Male,681.8,1,2015,11
1660,4,2,7,7,8,10,1,4,9,7,6,3,6,1,4,0,0,7,7,21 to 35,Male,674.1,0,2015,11
1661,3,3,10,9,10,5,7,5,9,3,10,5,6,0,1,1,3,7,10,21 to 35,Female,739.5,1,2015,11
1662,0,1,6,4,1,10,6,0,9,0,4,0,8,0,1,0,7,2,10,20 or younger,Male,655.4,1,2015,11
1663,3,3,10,4,3,10,3,1,8,7,4,10,8,0,0,0,3,5,10,20 or younger,Female,694.5,1,2015,11
1664,5,2,3,3,3,4,1,1,3,1,8,2,7,3,0,1,3,1,7,21 to 35,Male,650.9,1,2015,11
1665,2,3,3,5,2,4,0,0,3,4,6,5,7,0,4,0,0,0,10,51 or more,Male,602.9,0,2015,11
1666,0,3,6,2,2,2,1,0,2,5,1,2,8,0,5,1,2,4,7,21 to 35,Female,602.1,0,2015,11
1667,4,4,2,5,3,7,3,0,2,5,6,3,7,4,2,0,3,2,2,36 to 50,Female,621.6,1,2015,11
1668,3,1,5,1,2,5,5,1,5,2,10,0,8,0,0,1,2,2,10,36 to 50,Male,671.9,1,2015,11
1669,2,4,10,10,10,10,10,5,10,6,6,5,6,10,10,1,10,6,10,36 to 50,Male,708.1,0,2015,11
1670,2,2,10,7,4,5,2,1,6,2,8,1,7,2,4,1,10,4,8,21 to 35,Female,683.2,1,2015,11
1671,5,5,0,2,1,10,3,0,5,4,5,0,8,10,5,1,0,0,0,36 to 50,Male,585.9,0,2015,11
1672,1,3,10,10,10,9,7,2,4,8,8,2,5,10,0,1,10,3,10,21 to 35,Male,710.0,1,2015,11
1673,3,5,1,6,7,7,2,5,3,2,2,1,6,0,5,1,9,1,4,36 to 50,Female,634.2,0,2015,11
1674,4,3,6,3,5,2,2,1,3,0,10,0,7,0,10,0,4,2,5,21 to 35,Female,620.7,1,2015,11
1675,2,5,6,4,4,9,5,0,7,6,5,10,8,7,3,0,3,5,4,21 to 35,Female,631.8,0,2015,11
1676,2,5,2,6,1,2,1,0,5,0,6,10,6,10,3,0,8,0,1,36 to 50,Male,578.9,0,2015,11
1677,5,1,10,10,6,7,3,2,7,3,8,6,8,0,0,1,2,8,10,21 to 35,Female,734.4,1,2015,11
1678,1,4,9,4,8,10,7,5,4,6,3,5,6,10,4,0,10,7,5,36 to 50,Female,654.8,0,2015,11
1679,5,2,10,10,10,7,8,3,9,5,2,8,7,10,3,1,10,7,8,51 or more,Male,716.0,0,2015,11
1680,2,3,5,8,10,5,5,4,7,3,2,3,8,0,4,0,6,2,7,20 or younger,Female,670.3,1,2015,11
1681,4,2,10,5,4,10,4,5,8,3,1,4,9,0,2,1,10,1,10,51 or more,Male,717.9,1,2015,11
1682,5,5,8,4,10,10,5,5,7,1,10,7,6,0,3,1,5,1,5,36 to 50,Female,710.6,1,2015,11
1683,5,3,5,10,10,10,3,5,6,5,10,2,7,0,0,0,4,2,10,36 to 50,Female,714.2,1,2015,11
1684,2,3,5,3,3,4,7,0,4,2,5,5,6,10,3,1,7,2,8,20 or younger,Male,641.6,1,2015,11
1685,2,1,4,7,2,6,3,3,3,2,2,1,5,0,0,1,3,2,6,21 to 35,Female,637.4,0,2015,11
1686,5,2,7,6,5,2,3,1,5,2,5,1,8,10,5,1,6,2,5,36 to 50,Female,631.8,0,2015,11
1687,5,2,10,6,3,2,5,3,1,7,1,10,8,0,0,1,10,3,10,21 to 35,Male,712.6,1,2015,11
1688,2,2,10,4,5,5,5,5,3,1,1,3,7,0,1,1,3,2,6,21 to 35,Female,671.6,1,2015,11
1689,2,5,2,6,1,2,1,0,5,0,6,10,6,10,3,0,8,0,1,36 to 50,Male,578.9,0,2015,11
1690,4,5,3,8,9,10,2,4,6,2,6,3,6,8,4,1,4,1,2,51 or more,Female,658.8,1,2015,11
1691,5,2,10,6,3,2,5,3,1,7,1,10,8,0,0,1,10,3,10,21 to 35,Male,712.6,1,2015,11
1692,3,3,3,6,3,0,1,2,0,0,2,2,10,0,3,0,5,3,10,21 to 35,Male,624.8,1,2015,11
1693,3,3,10,5,3,5,10,3,9,5,9,10,9,2,1,1,10,8,10,36 to 50,Female,745.0,1,2015,11
1694,2,3,10,6,6,5,6,1,9,4,5,5,8,1,2,1,7,1,3,36 to 50,Male,686.2,1,2015,11
1695,2,5,7,10,5,5,10,3,7,3,2,7,8,0,10,1,10,5,4,36 to 50,Female,687.3,1,2015,11
1696,1,1,9,6,2,10,6,3,7,4,6,3,8,0,1,1,10,2,10,20 or younger,Male,696.6,0,2015,11
1697,4,4,5,10,10,3,4,3,5,3,10,10,7,0,7,1,6,5,2,21 to 35,Female,698.9,1,2015,11
1698,3,1,10,3,2,3,3,5,3,1,7,0,8,0,1,1,3,1,10,36 to 50,Male,678.1,1,2015,11
1699,2,4,2,5,1,8,6,4,4,3,2,5,6,3,5,0,5,1,10,20 or younger,Male,637.6,1,2015,11
1700,1,5,4,10,10,4,6,5,3,3,2,8,6,0,5,0,8,1,10,20 or younger,Male,651.2,0,2015,11
1701,5,1,10,4,8,10,4,4,7,4,10,5,8,0,3,1,2,3,10,21 to 35,Female,731.4,1,2015,11
1702,1,2,1,3,2,5,1,3,2,3,4,8,7,3,1,1,5,1,8,21 to 35,Female,648.4,1,2015,11
1703,3,2,10,8,10,7,10,5,1,5,5,0,7,0,2,1,7,10,7,51 or more,Male,711.5,0,2015,11
1704,4,3,3,5,10,6,1,1,7,3,1,5,7,1,5,1,5,1,5,36 to 50,Female,659.7,1,2015,11
1705,3,2,6,9,4,4,6,4,8,1,7,10,8,0,2,1,8,2,6,51 or more,Female,712.1,1,2015,11
1706,2,2,4,8,7,10,5,4,5,6,3,4,5,1,2,0,5,4,6,21 to 35,Male,676.7,1,2015,11
1707,1,0,10,3,1,1,0,0,10,2,2,0,8,10,0,0,0,2,1,21 to 35,Male,600.6,1,2015,11
1708,4,1,10,5,6,6,3,5,7,3,8,4,9,0,0,1,6,3,10,36 to 50,Female,727.8,1,2015,11
1709,3,1,6,1,10,10,6,3,6,6,7,0,5,10,3,0,7,2,8,21 to 35,Male,650.3,0,2015,11
1710,5,3,10,10,6,10,5,5,6,2,8,3,7,0,2,1,8,2,7,21 to 35,Male,727.4,1,2015,11
1711,4,4,5,10,10,3,4,3,5,3,10,10,7,0,7,1,6,5,2,21 to 35,Female,698.9,1,2015,11
1712,5,1,7,6,8,2,7,5,5,4,7,5,8,0,0,1,7,2,4,51 or more,Female,700.2,0,2015,11
