;fruits_veggies;daily_stress;places_visited;core_circle;supporting_others;social_network;achievement;donation;todo_completed;flow;daily_steps;live_vision;sleep_hours;lost_vacation;daily_shouting;personal_awards;time_for_passion;weekly_meditation;age;gender;healthy_bmi;quest_year;sc_social;sc_stress;sc_fulfilment;sc_health
1506;2;3;5;5;2;4;1;1;10;1;2;0;8;2;0;3;0;1;21 to 35;Female;1;2015;41,36;26,47;23,56;45,92
1507;1;2;1;4;3;4;3;1;4;4;5;1;7;10;3;3;1;5;21 to 35;Male;0;2015;28,75;49,66;45,44;42,1
1508;2;3;7;4;5;10;7;3;8;3;6;5;9;3;4;2;2;5;21 to 35;Male;0;2015;48,01;47,16;44,62;61,07
1509;3;1;10;4;7;10;5;5;7;2;2;7;8;0;0;7;3;7;21 to 35;Male;0;2015;66,68;15,09;36,83;53,93
1510;3;2;4;3;10;5;2;5;3;5;3;3;7;0;0;8;1;3;51 or more;Female;0;2015;65,71;25,7;28,77;39,93
1511;1;1;3;3;3;4;4;2;4;2;3;2;4;3;3;3;3;3;21 to 35;Female;1;2015;43,96;35,27;37,6;28,04
1512;1;1;3;3;3;4;4;2;4;2;3;2;4;3;3;3;3;3;21 to 35;Female;1;2015;43,96;35,27;37,6;28,04
1513;2;1;4;6;3;7;4;1;4;4;4;2;5;3;3;3;3;4;20 or younger;Male;1;2015;45,65;36,59;42,17;37,1
1514;4;2;7;3;3;5;6;4;2;3;3;2;4;2;3;7;7;3;51 or more;Female;0;2015;58,86;43,9;37,6;42,28
1515;3;4;6;6;5;8;7;4;7;6;3;1;4;8;9;9;9;4;20 or younger;Female;1;2015;65,86;80,84;57,27;42,82
1516;4;1;9;8;8;5;4;4;7;9;2;2;5;5;4;5;4;8;36 to 50;Female;0;2015;61,19;37,56;51,43;50,39
1517;0;3;0;5;5;8;1;2;2;2;2;1;8;0;3;4;2;4;36 to 50;Female;0;2015;46,38;34,52;29,34;30,93
1518;4;3;8;6;5;10;3;5;5;8;7;5;7;0;5;0;0;5;21 to 35;Female;1;2015;56,97;50,99;37,58;62,64
1519;1;3;5;3;2;7;5;1;7;2;1;2;8;0;5;8;1;10;36 to 50;Male;0;2015;40,56;38,04;35,61;55,45
1520;3;1;4;2;2;1;2;0;0;0;3;1;8;5;0;5;0;3;36 to 50;Female;1;2015;27,69;25,13;21,94;49,36
1521;3;5;2;7;7;5;5;5;5;1;3;2;10;0;3;6;2;8;51 or more;Female;0;2015;57,74;41,6;24,96;61,71
1522;5;4;5;7;4;5;2;2;8;3;4;3;9;0;3;4;5;8;51 or more;Female;1;2015;40,98;40,94;37,51;74,61
1523;0;2;3;4;4;6;2;0;3;1;2;5;8;1;3;5;2;3;20 or younger;Male;1;2015;37,83;29,83;36,61;33,98
1524;1;4;4;4;5;5;3;3;9;3;3;2;8;3;3;4;4;9;20 or younger;Female;1;2015;41,2;42,06;43,22;53,83
1525;2;2;5;6;5;8;3;2;8;4;6;3;8;8;1;2;4;5;20 or younger;Male;1;2015;41,3;40,21;50,76;51,96
1526;4;4;2;3;2;7;4;0;6;2;5;5;8;0;3;2;1;3;36 to 50;Female;0;2015;32,83;49,67;35,72;59,91
1527;2;5;1;3;2;4;4;3;7;2;7;7;5;7;0;2;2;1;21 to 35;Male;1;2015;42,37;59,45;43,58;37,79
1528;1;5;0;5;6;10;1;1;5;1;3;0;5;7;5;4;0;2;51 or more;Female;0;2015;57,08;69,66;24,83;27,62
1529;0;4;5;8;1;3;4;0;4;0;10;10;6;0;4;3;1;3;21 to 35;Male;1;2015;40,91;49,2;35,95;46,8
1530;5;4;10;3;10;10;2;5;7;2;7;10;7;2;3;5;5;10;51 or more;Female;1;2015;64,27;51,72;38,69;75,77
1531;5;3;5;6;4;5;3;1;5;3;8;3;8;0;0;3;4;10;21 to 35;Male;1;2015;36,7;33,9;36,48;77,66
1532;4;2;5;3;5;10;7;3;9;7;7;7;8;8;2;3;10;10;36 to 50;Female;1;2015;33,44;50,87;81,32;69,54
1533;3;3;5;10;5;10;10;2;5;5;10;5;7;0;5;10;5;5;51 or more;Female;1;2015;67,18;55,21;51,22;60,1
1534;4;2;4;6;3;2;7;1;4;4;5;7;8;4;3;8;6;6;36 to 50;Male;0;2015;34,9;41,26;57,66;61,38
1535;3;2;2;7;1;2;3;2;2;4;2;1;8;5;10;7;5;4;51 or more;Female;1;2015;33,28;58,04;43,05;53,24
1536;5;3;10;8;10;10;10;5;8;6;10;7;7;0;1;10;5;10;36 to 50;Female;1;2015;80,59;42,17;50,73;76,6
1537;2;2;2;4;1;9;4;0;6;4;4;10;6;0;1;4;5;4;20 or younger;Male;1;2015;34,98;33,66;60,47;38,29
1538;4;4;7;10;6;7;8;4;9;7;6;10;6;3;3;7;8;8;51 or more;Male;1;2015;63,57;52,47;68,89;58,69
1539;3;0;6;1;5;5;10;5;9;3;10;3;7;0;2;10;2;10;36 to 50;Female;1;2015;53,65;27,75;42,57;74,52
1540;3;4;2;7;1;10;1;2;4;1;4;2;7;0;0;3;1;7;51 or more;Female;1;2015;49,16;36,09;22,1;50,2
1541;2;4;1;4;2;7;1;1;8;1;3;2;8;2;0;3;2;7;51 or more;Male;0;2015;34,52;35,37;33,36;51,1
1542;4;4;7;10;6;7;8;4;9;7;6;10;6;3;3;7;8;8;51 or more;Male;1;2015;63,57;52,47;68,89;58,69
1543;4;4;7;10;6;7;8;4;9;7;6;10;6;3;3;7;8;8;51 or more;Male;1;2015;63,57;52,47;68,89;58,69
1544;3;3;4;10;7;3;3;4;1;1;1;4;10;0;2;8;1;10;21 to 35;Female;1;2015;57,54;21,51;21,8;57,7
1545;4;3;6;6;2;3;5;1;7;8;8;6;7;1;3;5;8;1;21 to 35;Male;0;2015;35,95;49,3;64,43;59,76
1546;4;3;6;4;6;4;7;4;2;4;6;6;4;6;6;3;8;8;36 to 50;Male;0;2015;49,36;65,29;54,09;54,45
1547;4;3;6;4;6;4;7;4;2;4;6;6;4;6;6;3;8;8;36 to 50;Male;0;2015;49,36;65,29;54,09;54,45
1548;5;4;10;2;10;9;7;3;10;5;2;1;7;0;1;10;10;10;51 or more;Female;1;2015;65,43;40,95;51,24;68,41
1549;5;3;1;5;10;10;10;5;10;8;5;10;7;5;2;5;5;10;51 or more;Female;0;2015;57,55;51,96;75,63;60,01
1550;3;4;4;4;1;10;3;0;6;4;10;7;7;4;4;4;1;5;21 to 35;Male;1;2015;35,64;65,26;45,47;64,93
1551;3;3;5;7;10;10;4;0;7;5;1;2;8;10;4;0;3;10;20 or younger;Female;0;2015;42,38;52,43;53,23;53,69
1552;2;4;2;5;6;6;8;4;6;6;6;5;6;4;3;1;1;4;51 or more;Female;1;2015;51,85;56,21;49,85;42,1
1553;4;1;4;8;2;4;4;0;8;5;8;3;7;0;1;10;1;2;21 to 35;Male;1;2015;47,67;28,93;39,53;59,06
1554;1;3;10;5;5;5;3;2;0;2;4;1;6;0;3;8;1;4;21 to 35;Female;1;2015;62,41;37,0;16,92;41,85
1555;1;2;7;5;4;6;6;2;1;1;3;0;7;0;2;10;2;6;21 to 35;Female;0;2015;59,42;27,58;23,27;43,13
1556;5;3;10;10;4;10;2;5;8;4;10;3;9;0;10;4;3;10;36 to 50;Female;1;2015;58,69;60,56;29,69;95,71
1557;5;3;10;3;10;2;3;1;7;2;4;10;7;0;6;10;4;10;51 or more;Female;0;2015;50,23;45,88;40,64;77,17
1558;3;3;3;4;5;6;2;5;7;2;4;2;7;3;2;5;2;4;36 to 50;Male;1;2015;55,67;40,64;28,46;49,35
1559;0;3;1;3;2;4;6;2;6;2;1;5;6;6;1;5;0;7;36 to 50;Male;1;2015;38,15;37,73;44,89;30,69
1560;2;4;10;3;3;8;3;3;3;1;5;0;6;2;6;6;0;5;51 or more;Female;0;2015;59,78;57,8;13,17;55,76
1561;4;3;10;8;9;6;1;5;5;1;7;0;7;0;1;8;1;7;36 to 50;Female;0;2015;78,76;31,36;7,07;66,12
1562;3;3;5;4;10;8;10;5;8;8;4;5;8;0;3;10;8;8;36 to 50;Female;0;2015;64,35;42,1;66,93;56,03
1563;3;1;5;8;1;10;4;5;7;4;5;10;4;0;2;10;0;4;20 or younger;Female;1;2015;73,1;31,51;39,15;38,67
1564;2;3;7;8;10;8;2;5;9;5;2;6;7;4;2;10;3;4;21 to 35;Female;1;2015;77,66;36,74;42,42;39,07
1565;2;4;3;6;2;4;0;2;7;0;8;1;8;0;2;5;1;9;21 to 35;Female;0;2015;39,97;38,84;19,99;67,88
1566;2;3;3;4;3;6;0;0;7;2;8;0;8;0;4;5;4;4;21 to 35;Female;1;2015;34,63;45,38;32,49;61,21
1567;5;3;10;2;9;10;3;5;7;3;10;3;8;10;0;5;1;7;51 or more;Female;1;2015;61,04;54,16;30,96;78,39
1568;2;3;6;4;5;4;4;5;5;1;10;2;6;0;1;8;1;8;20 or younger;Male;1;2015;61,8;37,43;20,1;61,62
1569;4;3;0;2;3;4;4;2;7;2;10;3;7;5;1;2;1;3;21 to 35;Female;1;2015;32,46;52,2;36,96;62,91
1570;5;2;10;10;10;10;10;5;6;6;10;10;8;0;5;10;10;10;21 to 35;Female;1;2015;74,74;46,64;65,53;79,55
1571;3;3;4;9;3;9;4;4;5;8;7;3;7;2;1;8;4;5;20 or younger;Female;0;2015;60,51;42,18;48,66;50,5
1572;3;1;10;4;1;2;0;0;3;1;5;0;7;0;0;3;0;5;51 or more;Female;0;2015;34,61;16,59;14,45;60,54
1573;1;5;0;10;10;10;2;5;5;2;5;4;3;0;2;10;0;7;21 to 35;Male;1;2015;93,7;49,99;20,77;24,01
1574;2;3;10;6;10;8;10;4;9;5;8;1;6;5;0;10;4;10;21 to 35;Female;1;2015;76,21;41,83;46,66;59,25
1575;3;1;6;4;2;5;2;2;8;1;4;0;8;0;1;4;1;7;21 to 35;Female;0;2015;39,43;18,32;24,43;63,08
1576;4;1;8;10;10;10;3;5;2;8;7;1;7;1;0;5;4;3;21 to 35;Female;1;2015;77,61;26,56;36,56;47,95
1577;5;1;1;6;5;2;4;5;3;3;10;10;7;0;1;10;9;10;51 or more;Male;1;2015;45,85;30,07;55,36;70,38
1578;5;1;10;10;10;10;3;5;5;3;10;10;6;0;1;10;10;10;51 or more;Male;0;2015;79,08;29,19;49,01;69,43
1579;5;3;10;5;5;10;5;5;10;2;10;5;9;0;5;10;1;10;36 to 50;Female;1;2015;64,95;49,15;27,87;94,81
1580;2;3;8;3;2;2;4;0;3;2;2;2;6;10;3;1;1;0;21 to 35;Female;1;2015;33,29;52,87;34,54;38,34
1581;1;4;10;3;2;2;0;5;5;1;2;1;8;2;4;2;1;7;36 to 50;Male;1;2015;43,16;37,78;16,59;56,78
1582;3;4;4;4;9;9;5;1;8;1;1;2;6;5;4;9;1;4;36 to 50;Female;1;2015;66,0;55,85;30,65;42,42
1583;1;2;10;5;5;5;7;5;7;1;4;3;9;0;2;8;1;8;21 to 35;Female;1;2015;60,91;21,04;27,71;60,02
1584;5;5;2;6;10;10;10;5;5;1;6;0;7;10;10;10;0;2;36 to 50;Female;1;2015;81,29;95,14;25,13;59,52
1585;1;3;10;5;5;5;3;2;0;2;4;1;6;0;3;8;1;4;21 to 35;Female;1;2015;62,41;37,0;16,92;41,85
1586;3;2;8;2;1;3;2;1;5;2;5;5;7;0;3;0;2;7;36 to 50;Female;1;2015;25,53;32,77;34,0;64,76
1587;1;5;0;10;2;5;2;1;1;10;1;2;7;0;3;10;1;10;21 to 35;Female;1;2015;45,8;44,87;47,09;37,18
1588;4;2;5;5;5;5;4;1;7;4;3;2;8;0;4;4;3;8;21 to 35;Male;1;2015;38,66;34,47;40,33;65,32
1589;3;1;4;3;3;2;2;4;5;4;4;2;6;4;3;8;3;4;21 to 35;Female;0;2015;45,38;35,84;37,08;48,11
1590;3;1;4;3;3;2;2;4;5;4;4;2;6;4;3;8;3;4;21 to 35;Female;0;2015;45,38;35,84;37,08;48,11
1591;3;1;4;3;3;2;2;4;5;4;4;2;6;4;3;8;3;4;21 to 35;Female;0;2015;45,38;35,84;37,08;48,11
1592;2;3;6;6;6;5;8;0;7;7;6;6;7;3;5;6;2;4;21 to 35;Female;1;2015;45,31;53,17;58,06;52,02
1593;3;5;5;4;8;6;6;5;4;2;10;1;6;8;1;10;0;5;36 to 50;Male;0;2015;72,64;65,77;22,93;57,08
1594;2;2;5;5;1;5;0;0;4;0;2;10;7;1;0;3;1;10;51 or more;Male;1;2015;29,31;19,1;36,41;50,53
1595;4;4;10;8;7;10;10;5;6;2;7;3;8;0;1;10;1;6;51 or more;Female;1;2015;84,69;41,26;24,19;66,79
1596;2;1;4;4;10;8;3;5;8;5;5;5;8;0;2;10;6;7;36 to 50;Male;1;2015;62,32;25,28;50,87;50,97
1597;5;2;7;10;10;6;10;1;8;7;8;10;8;4;0;3;7;10;21 to 35;Female;1;2015;48,47;34,89;74,98;71,49
1598;1;3;2;4;3;10;4;0;3;4;2;2;8;1;0;3;3;3;36 to 50;Female;1;2015;39,28;32,4;43,32;33,36
1599;2;2;2;4;4;10;3;0;3;3;2;2;8;0;0;3;3;3;36 to 50;Female;1;2015;40,72;25,91;38,46;37,35
1600;5;4;9;5;10;10;10;2;6;1;5;3;8;0;2;8;2;4;36 to 50;Female;1;2015;74,97;46,44;27,0;65,43
1601;2;4;5;5;7;10;6;3;0;5;7;7;8;3;2;8;4;2;20 or younger;Female;1;2015;61,52;53,69;46,55;43,71
1602;5;3;4;4;10;8;5;2;8;8;5;6;7;0;2;6;6;7;51 or more;Female;0;2015;52,32;44,02;60,51;61,07
1603;1;5;1;2;4;4;2;1;2;2;2;2;6;0;1;4;3;2;51 or more;Female;0;2015;42,14;44,6;30,12;28,89
1604;2;3;4;10;4;5;2;1;7;2;5;6;7;3;5;2;2;0;20 or younger;Female;1;2015;48,61;46,98;37,55;42,43
1605;5;1;6;10;10;8;9;5;8;7;10;9;9;2;1;9;3;9;51 or more;Female;1;2015;68,52;30,68;58,39;75,95
1606;1;3;10;10;10;10;3;5;7;2;5;5;7;0;5;10;5;10;51 or more;Female;0;2015;83,33;37,73;33,46;53,86
1607;5;2;10;4;10;10;6;2;8;4;10;10;7;0;2;10;6;10;36 to 50;Female;0;2015;62,41;41,28;53,56;80,17
1608;2;2;0;3;3;9;2;1;3;1;2;2;10;3;3;2;0;5;21 to 35;Female;0;2015;29,74;34,6;31,18;49,69
1609;5;3;8;5;2;8;1;0;8;5;4;1;8;5;2;3;0;3;36 to 50;Female;1;2015;39,03;46,2;32,75;66,08
1610;3;2;7;4;10;7;3;1;7;3;9;10;8;0;7;10;5;7;21 to 35;Female;1;2015;51,42;50,26;50,33;71,54
1611;1;4;2;4;3;7;5;2;6;1;2;3;7;0;4;10;3;3;21 to 35;Female;1;2015;54,95;46,1;34,16;37,74
1612;5;3;10;10;10;10;10;5;10;9;5;10;10;10;1;10;10;10;36 to 50;Male;1;2015;65,75;47,45;85,44;73,36
1613;2;3;10;4;10;10;9;3;8;1;10;6;8;0;3;10;6;6;36 to 50;Female;1;2015;71,2;45,05;43,42;67,03
1614;5;4;2;4;5;5;2;1;7;1;4;10;8;0;2;4;4;10;36 to 50;Male;0;2015;33,38;41,2;44,18;70,44
1615;5;0;1;3;0;2;0;2;8;1;2;0;7;0;0;5;1;10;51 or more;Male;0;2015;27,25;10,91;25,52;65,86
1616;3;3;10;2;10;10;2;5;3;1;3;0;6;1;3;3;4;4;21 to 35;Male;0;2015;72,53;41,84;16,66;47,05
1617;2;5;6;10;10;10;10;2;4;3;4;3;6;0;3;5;5;4;36 to 50;Female;1;2015;79,1;51,72;39,98;37,31
1618;2;3;4;10;8;10;6;5;5;3;7;8;10;1;2;7;2;6;20 or younger;Female;1;2015;68,4;34,86;41,31;55,83
1619;5;1;10;10;10;10;10;5;8;3;10;3;9;0;1;8;5;10;21 to 35;Female;1;2015;77,74;25,6;39,8;83,2
1620;2;3;3;5;3;9;4;0;7;4;3;10;8;0;3;10;3;5;20 or younger;Male;0;2015;44,1;39,6;54,86;47,47
1621;4;2;10;3;10;6;10;5;3;3;4;4;8;0;2;10;4;6;51 or more;Female;0;2015;71,91;31,88;35,48;60,91
1622;5;5;2;8;2;2;3;2;3;0;1;0;6;0;6;10;0;10;20 or younger;Male;1;2015;54,45;54,14;10,78;62,9
1623;5;1;5;2;1;0;0;0;5;4;2;3;8;0;0;3;4;10;21 to 35;Male;1;2015;13,43;15,66;41,16;70,8
1624;2;2;4;4;5;4;5;1;8;6;7;5;8;4;3;5;3;5;21 to 35;Male;1;2015;33,79;42,48;57,41;57,31
1625;2;2;4;10;10;10;5;1;7;2;3;3;9;0;1;3;2;7;20 or younger;Female;1;2015;59,97;20,88;36,89;48,24
1626;2;2;5;10;7;10;4;1;7;1;3;3;9;0;1;4;1;5;20 or younger;Female;1;2015;59,64;20,72;30,02;47,99
1627;1;3;2;4;7;4;2;1;3;3;2;0;5;8;2;2;3;8;36 to 50;Female;1;2015;39,97;46,24;39,53;32,94
1628;1;3;2;10;10;4;5;5;6;2;10;5;10;0;4;2;10;10;21 to 35;Female;0;2015;48,77;36,54;53,92;65,67
1629;4;2;7;10;10;10;7;4;9;5;10;2;8;9;7;10;2;6;36 to 50;Female;1;2015;74,42;65,13;44,11;72,29
1630;0;5;6;3;0;5;1;0;10;3;3;0;7;10;0;2;0;0;36 to 50;Male;0;2015;32,57;52,81;36,59;36,01
1631;1;2;4;6;10;10;5;0;6;3;6;2;6;0;3;1;2;7;21 to 35;Male;1;2015;54,26;36,64;39,35;43,15
1632;4;1;10;4;10;10;3;5;3;6;5;2;8;0;1;6;4;7;36 to 50;Male;1;2015;66,94;24,79;34,74;60,86
1633;2;1;10;10;10;6;7;5;7;8;7;10;6;5;0;10;5;8;51 or more;Male;0;2015;74,9;27,29;64,91;47,39
1634;4;1;8;2;8;3;5;0;7;8;1;5;6;1;1;3;7;5;51 or more;Male;0;2015;35,98;25,61;64,3;48,25
1635;0;3;0;10;10;10;5;0;7;4;6;5;6;0;2;5;8;3;21 to 35;Female;0;2015;61,32;39,57;59,81;25,19
1636;4;2;6;10;10;10;3;5;6;1;10;0;8;5;1;10;4;10;36 to 50;Female;1;2015;77,95;37,97;25,02;71,99
1637;5;2;6;5;8;10;6;5;10;5;4;5;8;5;0;8;4;4;51 or more;Female;1;2015;66,97;36,34;49,31;58,03
1638;4;2;3;6;10;10;6;3;5;3;4;8;7;4;4;3;5;5;20 or younger;Female;1;2015;58,11;46,95;52,02;48,52
1639;4;2;3;6;10;10;6;3;5;3;4;8;7;4;4;3;5;5;20 or younger;Female;1;2015;58,11;46,95;52,02;48,52
1640;5;4;10;6;5;10;4;1;2;3;3;1;6;0;5;3;0;7;36 to 50;Male;0;2015;60,11;53,39;17,55;63,13
1641;5;2;3;10;4;5;3;4;8;6;4;1;5;0;1;6;4;5;36 to 50;Female;0;2015;62,93;30,86;38,27;49,39
1642;1;3;5;2;5;10;5;5;5;1;4;2;5;0;3;3;0;2;51 or more;Female;0;2015;67,54;43,19;21,12;32,7
1643;1;1;10;3;2;6;2;1;6;2;6;3;8;2;2;6;3;9;20 or younger;Male;1;2015;35,65;24,71;36,98;63,63
1644;1;1;10;3;2;6;2;1;6;2;6;3;8;2;2;6;3;9;20 or younger;Male;1;2015;35,65;24,71;36,98;63,63
1645;5;3;3;8;4;10;10;3;4;3;4;5;5;2;3;5;8;10;51 or more;Female;0;2015;59,17;49,78;53,81;54,9
1646;2;4;1;3;8;10;1;1;3;0;1;5;9;1;1;3;0;1;21 to 35;Female;0;2015;49,87;37,55;24,49;35,52
1647;5;1;10;8;10;10;10;2;7;6;8;10;7;0;1;7;6;10;21 to 35;Male;1;2015;65,09;29,86;63,12;71,21
1648;3;3;4;3;4;6;1;1;8;1;4;3;8;2;2;3;1;8;20 or younger;Female;1;2015;35,02;36,59;30,65;63,1
1649;4;4;8;4;7;4;7;4;9;3;5;6;9;4;6;7;8;5;20 or younger;Female;0;2015;50,03;58,15;53,5;71,83
1650;4;3;4;4;3;6;6;4;4;3;2;1;6;5;2;2;2;0;20 or younger;Female;0;2015;53,48;47,62;31,86;39,72
1651;3;2;3;5;7;2;7;4;8;6;7;10;7;5;9;1;5;8;21 to 35;Female;0;2015;34,16;60,88;69,2;64,3
1652;1;4;0;10;3;10;3;2;8;5;2;10;8;3;1;1;5;6;20 or younger;Female;1;2015;42,01;37,87;64,83;34,35
1653;2;5;0;0;10;7;3;3;10;6;7;10;5;7;2;2;0;2;21 to 35;Female;0;2015;48,51;68,98;56,53;37,38
1654;4;4;5;5;4;10;2;5;7;6;6;3;7;0;2;9;3;7;36 to 50;Female;1;2015;63,38;47,33;36,31;61,88
1655;3;5;6;4;10;10;2;3;8;1;1;4;7;2;7;3;1;3;21 to 35;Female;0;2015;65,92;61,91;24,45;48,02
1656;1;2;4;4;3;7;0;0;9;2;6;10;6;10;2;1;4;9;21 to 35;Male;0;2015;24,0;45,99;61,04;49,6
1657;5;2;4;7;4;7;3;5;6;4;3;0;5;0;1;7;5;8;51 or more;Female;0;2015;64,67;30,72;31,82;52,99
1658;2;4;4;2;10;10;10;3;7;4;10;5;7;0;1;10;2;10;36 to 50;Male;1;2015;65,32;49,51;46,26;62,84
1659;1;0;3;4;10;10;4;5;5;3;3;1;5;0;0;2;4;4;21 to 35;Male;1;2015;68,43;16,19;36,29;23,64
1660;4;2;7;7;8;10;1;4;9;7;6;3;6;1;4;0;7;7;21 to 35;Male;0;2015;56,1;42,42;50,74;59,13
1661;3;3;10;9;10;5;7;5;9;3;10;5;6;0;1;3;7;10;21 to 35;Female;1;2015;69,7;34,51;44,25;67,88
1662;0;1;6;4;1;10;6;0;9;0;4;0;8;0;1;7;2;10;20 or younger;Male;1;2015;41,69;17,83;35,66;54,48
1663;3;3;10;4;3;10;3;1;8;7;4;10;8;0;0;3;5;10;20 or younger;Female;1;2015;36,52;30,04;62,24;64,55
1664;5;2;3;3;3;4;1;1;3;1;8;2;7;3;0;3;1;7;21 to 35;Male;1;2015;32,52;36,42;24,29;69,29
1665;2;3;3;5;2;4;0;0;3;4;6;5;7;0;4;0;0;10;51 or more;Male;0;2015;23,18;41,14;36,21;59,95
1666;0;3;6;2;2;2;1;0;2;5;1;2;8;0;5;2;4;7;21 to 35;Female;0;2015;19,6;36,53;43,49;45,62
1667;4;4;2;5;3;7;3;0;2;5;6;3;7;4;2;3;2;2;36 to 50;Female;1;2015;37,97;56,68;39,91;50,66
1668;3;1;5;1;2;5;5;1;5;2;10;0;8;0;0;2;2;10;36 to 50;Male;1;2015;25,54;25,97;33,65;76,57
1669;2;4;10;10;10;10;10;5;10;6;6;5;6;10;10;10;6;10;36 to 50;Male;0;2015;79,94;80,37;62,1;60,46
1670;2;2;10;7;4;5;2;1;6;2;8;1;7;2;4;10;4;8;21 to 35;Female;1;2015;52,69;38,77;30,4;67,09
1671;5;5;0;2;1;10;3;0;5;4;5;0;8;10;5;0;0;0;36 to 50;Male;0;2015;27,6;82,47;37,37;58,25
1672;1;3;10;10;10;9;7;2;4;8;8;2;5;10;0;10;3;10;21 to 35;Male;1;2015;74,99;49,69;52,96;44,69
1673;3;5;1;6;7;7;2;5;3;2;2;1;6;0;5;9;1;4;36 to 50;Female;0;2015;73,35;55,81;16,38;39,9
1674;4;3;6;3;5;2;2;1;3;0;10;0;7;0;10;4;2;5;21 to 35;Female;1;2015;38,55;65,96;16,05;79,38
1675;2;5;6;4;4;9;5;0;7;6;5;10;8;7;3;3;5;4;21 to 35;Female;0;2015;34,5;64,16;68,12;51,33
1676;2;5;2;6;1;2;1;0;5;0;6;10;6;10;3;8;0;1;36 to 50;Male;0;2015;38,54;66,9;37,88;42,24
1677;5;1;10;10;6;7;3;2;7;3;8;6;8;0;0;2;8;10;21 to 35;Female;1;2015;48,72;19,09;47,19;77,57
1678;1;4;9;4;8;10;7;5;4;6;3;5;6;10;4;10;7;5;36 to 50;Female;0;2015;70,82;64,8;58,58;36,07
1679;5;2;10;10;10;7;8;3;9;5;2;8;7;10;3;10;7;8;51 or more;Male;0;2015;69,17;45,77;63,89;59,27
1680;2;3;5;8;10;5;5;4;7;3;2;3;8;0;4;6;2;7;20 or younger;Female;1;2015;65,52;33,14;33,59;49,0
1681;4;2;10;5;4;10;4;5;8;3;1;4;9;0;2;10;1;10;51 or more;Male;1;2015;64,16;23,55;29,36;68,96
1682;5;5;8;4;10;10;5;5;7;1;10;7;6;0;3;5;1;5;36 to 50;Female;1;2015;77,77;61,08;22,34;70,12
1683;5;3;5;10;10;10;3;5;6;5;10;2;7;0;0;4;2;10;36 to 50;Female;1;2015;73,5;36,76;29,27;70,76
1684;2;3;5;3;3;4;7;0;4;2;5;5;6;10;3;7;2;8;20 or younger;Male;1;2015;35,45;57,06;48,46;52,21
1685;2;1;4;7;2;6;3;3;3;2;2;1;5;0;0;3;2;6;21 to 35;Female;0;2015;53,24;17,19;26,94;34,12
1686;5;2;7;6;5;2;3;1;5;2;5;1;8;10;5;6;2;5;36 to 50;Female;0;2015;39,51;53,86;32,76;70,47
1687;5;2;10;6;3;2;5;3;1;7;1;10;8;0;0;10;3;10;21 to 35;Male;1;2015;46,25;19,73;48,86;64,03
1688;2;2;10;4;5;5;5;5;3;1;1;3;7;0;1;3;2;6;21 to 35;Female;1;2015;59,21;19,94;23,1;45,62
1689;2;5;2;6;1;2;1;0;5;0;6;10;6;10;3;8;0;1;36 to 50;Male;0;2015;38,54;66,9;37,88;42,24
1690;4;5;3;8;9;10;2;4;6;2;6;3;6;8;4;4;1;2;51 or more;Female;1;2015;72,46;70,69;26,47;47,12
1691;5;2;10;6;3;2;5;3;1;7;1;10;8;0;0;10;3;10;21 to 35;Male;1;2015;46,25;19,73;48,86;64,03
1692;3;3;3;6;3;0;1;2;0;0;2;2;10;0;3;5;3;10;21 to 35;Male;1;2015;29,68;26,92;22,72;65,24
1693;3;3;10;5;3;5;10;3;9;5;9;10;9;2;1;10;8;10;36 to 50;Female;1;2015;44,43;38,48;69,28;79,52
1694;2;3;10;6;6;5;6;1;9;4;5;5;8;1;2;7;1;3;36 to 50;Male;1;2015;55,23;34,94;39,97;55,68
1695;2;5;7;10;5;5;10;3;7;3;2;7;8;0;10;10;5;4;36 to 50;Female;1;2015;66,08;63,53;47,8;52,76
1696;1;1;9;6;2;10;6;3;7;4;6;3;8;0;1;10;2;10;20 or younger;Male;0;2015;56,74;20,54;40,78;59,87
1697;4;4;5;10;10;3;4;3;5;3;10;10;7;0;7;6;5;2;21 to 35;Female;1;2015;63,73;61,13;42,36;62,02
1698;3;1;10;3;2;3;3;5;3;1;7;0;8;0;1;3;1;10;36 to 50;Male;1;2015;43,33;19,06;16,16;74,26
1699;2;4;2;5;1;8;6;4;4;3;2;5;6;3;5;5;1;10;20 or younger;Male;1;2015;48,64;53,92;39,76;47,11
1700;1;5;4;10;10;4;6;5;3;3;2;8;6;0;5;8;1;10;20 or younger;Male;0;2015;75,65;46,77;34,5;38,8
1701;5;1;10;4;8;10;4;4;7;4;10;5;8;0;3;2;3;10;21 to 35;Female;1;2015;53,33;35,21;38,03;85,17
1702;1;2;1;3;2;5;1;3;2;3;4;8;7;3;1;5;1;8;21 to 35;Female;1;2015;34,04;30,91;42,43;41,58
1703;3;2;10;8;10;7;10;5;1;5;5;0;7;0;2;7;10;7;51 or more;Male;0;2015;75,28;31,84;45,79;51,87
1704;4;3;3;5;10;6;1;1;7;3;1;5;7;1;5;5;1;5;36 to 50;Female;1;2015;52,45;44,05;33,73;50,22
1705;3;2;6;9;4;4;6;4;8;1;7;10;8;0;2;8;2;6;51 or more;Female;1;2015;58,39;27,66;39,63;62,28
1706;2;2;4;8;7;10;5;4;5;6;3;4;5;1;2;5;4;6;21 to 35;Male;1;2015;68,47;34,52;47,28;32,58
